ID,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y
seq2141,17.24,0.00,0.00,0.00,11.90,8.65,0.00,0.00,0.00,3.60,0.00,0.00,11.05,12.95,5.07,0.00,0.00,10.38,0.00,0.00
seq2142,0.00,0.00,0.00,0.00,0.00,9.90,0.00,10.38,0.00,0.00,0.00,0.00,11.05,12.95,2.93,0.00,0.00,4.21,11.90,0.00
seq2143,11.16,0.00,0.00,0.00,14.65,18.05,0.00,0.00,0.00,1.92,0.00,0.00,0.00,0.00,2.56,9.25,0.00,0.00,10.25,0.00
seq2144,0.00,0.00,0.00,6.07,6.07,0.00,0.00,6.15,0.00,10.36,0.00,6.62,0.00,0.00,0.00,2.55,0.00,6.92,8.93,0.00
seq2145,20.83,41.02,28.37,30.98,0.00,17.41,33.95,20.34,5.47,7.14,20.56,13.12,20.56,17.21,0.00,26.31,29.63,29.63,20.05,32.42
seq2146,20.26,30.06,28.65,16.75,32.24,60.90,46.33,27.35,24.86,32.28,41.13,28.67,42.48,28.68,29.67,18.17,59.39,25.80,63.64,49.97
seq2147,18.15,32.32,14.96,24.95,20.75,17.79,0.00,30.59,20.64,24.26,29.10,38.56,0.00,38.56,24.16,39.68,19.37,13.14,0.00,0.00
seq2148,20.08,34.39,24.09,25.51,30.55,15.85,0.00,20.82,19.72,11.45,74.01,44.80,0.00,44.17,27.01,13.59,15.37,15.97,0.00,0.00
seq2149,29.03,8.83,18.37,80.28,27.45,15.79,24.99,0.00,20.10,16.10,0.00,56.59,17.46,22.83,25.44,55.56,15.88,21.67,68.51,16.11
seq2150,7.46,7.63,26.17,0.00,0.00,13.59,22.83,0.00,20.03,15.37,0.00,0.00,9.17,17.59,0.00,12.41,5.84,9.26,16.83,0.00
seq2151,29.68,5.76,13.31,18.34,0.00,17.57,0.00,32.34,12.68,17.68,29.08,26.24,15.95,30.66,18.86,12.25,19.61,19.08,10.19,18.13
seq2152,7.26,7.66,18.34,0.00,0.00,21.59,19.12,19.02,0.00,15.82,0.00,20.02,19.32,28.12,8.91,23.23,0.00,29.90,0.00,11.97
seq2153,19.77,5.26,11.48,0.00,0.00,8.37,0.00,0.00,12.17,15.03,0.00,30.03,0.00,19.53,0.00,9.45,21.91,26.41,23.28,9.74
seq2154,18.88,9.74,20.51,29.30,23.86,12.05,15.95,14.84,9.76,11.95,0.00,14.60,0.00,21.57,23.45,12.12,40.11,33.81,0.00,0.00
seq2155,11.37,6.97,35.03,11.47,17.51,11.09,18.38,13.25,17.81,16.14,0.00,26.92,0.00,20.16,8.48,20.97,29.68,16.47,24.05,17.57
seq2156,13.84,32.62,31.58,34.90,35.05,27.75,19.54,57.78,36.18,11.78,45.53,28.23,23.84,46.66,34.70,20.20,16.33,52.81,25.21,62.00
seq2157,21.79,6.15,23.82,11.42,0.00,15.62,12.08,17.55,11.19,16.55,33.33,6.57,25.90,18.56,0.00,23.41,18.72,0.00,0.00,33.33
seq2158,27.27,6.27,27.45,37.12,0.00,9.69,34.60,19.85,0.00,14.49,0.00,13.85,17.77,0.00,14.32,12.47,11.78,20.60,0.00,10.31
seq2159,38.24,5.98,14.34,0.00,47.02,8.60,43.27,27.06,0.00,25.51,33.02,13.72,16.20,23.67,15.40,27.19,27.59,23.10,0.00,32.40
seq2160,15.87,6.10,28.61,32.46,22.02,22.54,0.00,8.55,35.91,0.00,23.33,8.78,15.40,0.00,9.12,0.00,13.21,25.15,0.00,23.29
seq2161,12.37,6.10,28.22,0.00,0.00,14.52,0.00,29.93,20.51,14.43,0.00,25.07,14.02,0.00,18.00,28.43,21.53,10.89,40.28,26.80
seq2162,15.39,5.92,28.57,0.00,0.00,12.17,0.00,26.89,25.16,14.66,0.00,24.20,13.72,0.00,12.93,10.78,11.02,14.93,0.00,22.48
seq2163,19.57,12.86,29.78,26.80,50.68,16.84,58.76,47.13,26.70,15.46,51.41,25.81,21.76,48.06,75.70,21.71,22.15,10.65,67.78,42.87
seq2164,13.21,18.25,0.00,19.53,31.52,24.33,48.94,31.01,23.48,18.56,44.20,30.93,33.58,26.00,47.72,14.09,39.06,24.60,39.01,56.40
seq2165,17.97,18.88,50.56,17.91,18.83,17.66,25.35,52.81,19.33,22.13,25.27,38.94,45.75,39.31,16.05,14.27,23.87,15.04,0.00,0.00
seq2166,34.13,32.73,38.77,14.63,30.72,13.80,0.00,69.35,21.18,41.88,82.01,22.43,23.80,76.30,15.09,17.42,13.83,74.49,54.05,14.63
seq2167,24.05,32.73,14.35,17.27,31.89,9.97,27.42,30.19,23.16,0.00,82.01,22.56,26.52,42.01,19.30,23.97,24.52,30.94,48.30,26.51
seq2168,19.55,18.36,0.00,14.43,16.85,16.35,35.28,57.87,29.12,23.71,41.50,38.59,44.91,23.18,16.46,18.85,15.81,20.15,0.00,0.00
seq2169,25.79,11.19,35.85,17.69,18.70,19.82,38.50,0.00,21.27,16.55,42.50,23.32,36.75,38.88,26.27,28.30,19.87,39.04,63.81,36.51
seq2170,19.87,27.40,31.74,24.60,15.99,20.81,24.96,42.96,24.35,18.14,81.01,41.62,42.57,43.42,18.59,26.44,19.80,15.36,0.00,39.43
seq2171,12.39,25.69,22.20,34.01,85.35,20.34,22.24,78.87,38.63,15.40,35.14,29.61,30.41,47.69,20.34,22.99,34.72,17.94,53.46,34.89
seq2172,14.01,15.26,38.73,30.54,73.16,15.56,22.29,31.86,18.61,14.70,38.17,28.29,31.55,0.00,0.00,25.43,31.60,9.54,40.13,34.50
seq2173,17.31,36.77,29.86,31.06,50.02,41.80,0.00,14.32,29.27,14.81,84.01,15.54,23.37,20.52,34.99,29.81,20.24,26.87,45.76,0.00
seq2174,19.02,0.00,35.73,28.33,29.23,12.21,55.02,11.83,10.86,21.27,21.75,11.81,19.59,36.09,44.88,16.98,0.00,11.98,28.77,24.62
seq2175,22.73,27.08,53.10,0.00,25.88,17.50,63.19,50.13,63.19,14.51,43.28,22.59,20.50,15.23,25.92,17.14,29.78,25.05,47.60,28.60
seq2176,16.50,26.76,18.70,27.64,41.12,17.69,0.00,8.67,23.27,18.30,30.23,23.02,31.12,31.47,28.09,20.02,12.00,19.09,28.02,0.00
seq2177,13.96,35.65,27.78,33.40,15.65,16.74,52.76,23.83,40.85,24.96,67.13,11.19,41.87,30.55,35.98,45.62,27.35,26.06,45.64,65.08
seq2178,10.76,37.65,33.68,22.63,48.03,11.91,32.06,12.68,22.47,22.58,61.02,43.48,0.00,13.97,26.85,34.35,28.12,11.58,32.06,0.00
seq2179,30.15,0.00,0.00,20.02,32.64,12.82,32.76,12.67,10.69,12.98,53.02,37.75,27.09,30.91,33.64,7.27,11.83,23.65,28.84,19.36
seq2180,24.35,34.39,41.68,31.40,50.35,11.40,40.85,17.55,27.84,11.59,35.39,25.87,20.73,50.45,32.17,26.81,56.31,41.07,0.00,38.07
seq2181,25.10,20.99,16.13,23.92,30.36,18.68,71.87,10.90,20.03,10.45,94.01,15.78,76.30,43.81,36.29,35.58,22.39,16.37,0.00,47.01
seq2182,26.05,14.08,20.10,59.20,29.39,20.05,41.48,21.68,16.39,22.77,37.54,24.19,20.92,24.55,18.49,10.62,16.82,15.69,33.48,52.31
seq2183,10.86,7.79,19.71,0.00,0.00,8.44,18.56,18.56,16.03,17.73,0.00,24.72,25.90,27.18,20.24,18.72,24.66,29.57,22.67,18.03
seq2184,30.38,18.27,0.00,32.33,15.36,11.05,54.64,10.00,30.25,16.42,62.02,31.08,14.52,23.40,55.33,16.14,18.98,36.13,0.00,0.00
seq2185,17.77,18.27,0.00,0.00,32.47,11.97,19.97,20.98,27.77,41.64,36.73,18.66,27.87,21.17,16.05,23.95,22.63,17.56,0.00,31.02
seq2186,12.38,14.86,22.90,20.83,28.12,22.12,33.60,47.37,28.03,18.46,67.01,40.54,22.99,34.23,17.74,13.42,23.55,21.26,41.88,0.00
seq2187,11.65,0.00,30.05,12.57,39.70,21.11,28.66,62.78,53.51,33.31,77.47,65.49,38.09,10.78,24.66,26.96,49.15,13.29,37.08,0.00
seq2188,10.74,0.00,38.91,37.41,46.01,10.38,0.00,9.23,51.26,14.69,74.01,0.00,0.00,51.54,59.91,12.12,12.93,11.31,43.33,0.00
seq2189,27.34,0.00,14.36,15.74,34.42,17.30,0.00,27.77,12.75,19.23,37.53,34.42,10.18,30.00,23.27,22.86,28.17,39.77,33.97,13.95
seq2190,9.85,16.09,0.00,0.00,23.02,3.73,0.00,21.91,39.45,25.06,23.85,38.54,23.10,0.00,19.70,22.43,14.02,22.04,16.02,36.04
seq2191,47.01,33.46,44.17,42.17,28.64,12.52,49.95,36.99,47.72,20.65,0.00,35.44,18.64,85.01,37.01,50.85,34.21,11.25,0.00,37.01
seq2192,11.94,15.31,30.79,58.95,0.00,14.62,0.00,29.35,35.90,19.74,32.75,33.92,13.33,33.81,24.76,16.87,22.03,23.20,0.00,46.48
seq2193,18.97,5.91,23.64,0.00,8.81,12.44,18.97,30.05,8.57,23.64,35.13,0.00,28.56,24.72,13.68,18.72,27.18,33.33,0.00,16.22
seq2194,0.00,3.77,0.00,0.00,12.59,12.50,0.00,23.19,12.59,7.12,0.00,8.96,12.52,0.00,13.70,8.12,10.65,18.52,0.00,11.46
seq2195,38.38,7.56,0.00,47.35,21.89,29.76,36.02,0.00,8.37,29.75,33.71,24.29,11.35,17.44,23.70,39.78,26.20,27.91,47.35,17.45
seq2196,39.29,7.56,44.74,17.98,0.00,29.43,0.00,28.71,8.18,17.95,0.00,18.82,12.60,15.62,34.55,14.68,21.26,30.12,0.00,16.92
seq2197,20.98,7.56,0.00,0.00,0.00,13.28,26.12,55.63,23.02,31.97,47.35,14.76,16.24,37.53,14.68,19.33,19.90,27.91,0.00,43.82
seq2198,16.00,34.60,26.00,25.94,23.73,20.65,0.00,22.93,19.16,27.51,28.51,22.38,0.00,39.58,26.16,14.61,18.10,36.21,0.00,0.00
seq2199,10.08,0.00,0.00,0.00,8.42,5.08,4.50,0.00,3.10,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,5.08
seq2200,16.71,0.00,12.19,15.41,18.53,15.78,15.41,14.83,7.41,21.91,12.45,0.00,12.17,0.00,12.19,16.91,26.41,7.79,0.00,30.03
seq2201,13.15,6.06,16.40,0.00,0.00,8.03,17.69,14.23,0.00,26.17,0.00,28.69,21.03,23.14,14.30,15.03,21.89,25.69,19.36,17.36
seq2202,6.08,0.00,0.00,0.00,10.08,10.08,0.00,7.08,4.91,4.55,0.00,0.00,0.00,0.00,5.42,8.42,0.00,0.00,6.18,0.00
seq2203,0.00,0.00,0.00,0.00,5.69,8.93,0.00,0.00,10.36,8.93,12.07,0.00,4.77,0.00,6.15,7.79,6.93,0.00,3.85,0.00
seq2204,0.00,6.94,0.00,0.00,13.68,12.32,0.00,6.72,8.28,0.00,0.00,0.00,7.41,0.00,8.94,8.28,9.47,12.61,10.21,0.00
seq2205,13.68,0.00,12.32,0.00,0.00,16.06,8.53,0.00,6.06,8.63,0.00,10.21,7.83,7.72,0.00,15.26,0.00,8.72,11.16,8.17
seq2206,7.05,0.00,0.00,0.00,6.21,4.72,0.00,9.62,3.19,0.00,0.00,0.00,0.00,0.00,12.95,19.05,0.00,9.90,9.75,0.00
seq2207,11.54,0.00,0.00,14.54,5.43,5.71,13.54,16.09,6.57,0.00,12.04,18.54,20.21,17.04,0.00,12.71,0.00,7.57,0.00,0.00
seq2208,0.00,0.00,0.00,0.00,8.67,11.75,0.00,8.76,7.52,4.12,0.00,0.00,9.24,19.05,0.00,6.35,0.00,0.00,0.00,0.00
seq2209,11.04,0.00,0.00,0.00,12.04,4.35,0.00,0.00,8.41,4.00,0.00,15.71,20.21,0.00,0.00,14.54,17.04,7.57,0.00,0.00
seq2210,9.23,0.00,0.00,0.00,0.00,3.39,0.00,12.04,7.14,4.65,11.04,11.54,17.04,0.00,0.00,17.04,0.00,15.71,0.00,0.00
seq2211,21.37,0.00,0.00,0.00,0.00,20.97,0.00,16.13,0.00,0.00,0.00,0.00,11.03,0.00,1.92,19.10,15.37,0.00,0.00,0.00
seq2212,0.00,35.75,13.25,14.06,29.24,17.04,11.42,21.04,63.56,18.61,65.34,14.13,17.55,29.61,10.30,37.73,17.54,19.77,0.00,38.07
seq2213,0.00,0.00,10.81,8.56,0.00,6.53,0.00,9.56,14.06,5.73,7.31,5.60,7.81,0.00,0.00,7.33,0.00,6.00,0.00,0.00
seq2214,10.19,0.00,17.21,0.00,28.38,8.26,0.00,8.65,15.58,10.91,0.00,15.91,27.39,16.74,0.00,7.94,12.03,11.70,0.00,25.21
seq2215,20.39,0.00,20.48,13.89,51.21,20.01,41.73,15.95,8.11,22.69,0.00,84.14,36.74,66.41,0.00,22.49,22.14,19.81,0.00,20.53
seq2216,45.33,45.74,31.08,10.89,37.82,27.20,60.82,25.66,22.97,14.54,93.01,31.08,47.27,47.78,35.43,29.51,28.29,19.15,67.97,80.19
seq2217,18.79,9.68,0.00,6.19,0.00,16.93,20.93,0.00,26.14,28.37,0.00,0.00,37.30,11.62,5.58,39.12,33.95,9.47,0.00,30.98
seq2218,0.00,0.00,5.54,0.00,11.08,6.92,0.00,5.42,8.00,8.42,0.00,8.00,0.00,0.00,0.00,6.92,5.69,6.15,9.38,0.00
seq2219,19.47,18.62,28.51,0.00,17.94,9.16,42.50,34.90,12.72,25.65,36.26,0.00,13.57,42.50,23.51,0.00,32.42,25.02,22.04,19.11
seq2220,7.07,0.00,0.00,5.79,0.00,0.00,0.00,10.47,9.56,0.00,0.00,0.00,11.76,0.00,0.00,0.00,4.21,12.31,0.00,0.00
seq2221,40.52,8.09,19.28,0.00,16.89,11.96,31.40,22.63,7.53,24.27,23.52,37.87,19.76,0.00,21.74,16.80,26.77,18.85,24.64,46.02
seq2222,14.00,6.58,11.09,16.74,19.03,12.55,0.00,12.15,0.00,4.21,0.00,23.14,21.03,0.00,0.00,0.00,16.40,27.14,0.00,34.03
seq2223,25.55,14.24,26.87,26.47,0.00,17.66,22.49,24.04,28.06,29.09,31.80,26.02,28.69,21.58,12.98,31.50,16.37,18.23,27.13,25.55
seq2224,3.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.72,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.84,0.00
seq2225,3.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.61,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.84,0.00
seq2226,3.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.88,2.94,0.00,0.00,13.54,0.00,0.00,0.00,0.00,0.00,11.21,0.00
seq2227,3.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.53,2.47,0.00,0.00,13.54,0.00,0.00,0.00,0.00,0.00,11.21,0.00
seq2228,0.00,0.00,0.00,0.00,21.04,4.11,6.39,3.17,10.87,7.32,0.00,0.00,0.00,0.00,0.00,10.61,0.00,10.52,0.00,0.00
seq2229,26.31,7.35,22.63,24.31,25.80,10.11,18.88,20.31,12.49,22.02,0.00,15.57,27.45,0.00,20.63,20.12,0.00,32.98,26.31,19.62
seq2230,14.58,0.00,8.12,8.32,7.79,11.12,0.00,5.50,9.12,9.65,0.00,0.00,0.00,0.00,0.00,20.42,0.00,0.00,0.00,0.00
seq2231,8.12,0.00,14.58,8.65,7.12,24.04,0.00,5.50,5.30,20.42,0.00,0.00,0.00,0.00,0.00,9.65,0.00,0.00,0.00,0.00
seq2232,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.39,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.84,0.00
seq2233,18.96,0.00,0.00,0.00,12.56,0.00,13.58,20.50,4.15,4.32,0.00,0.00,0.00,0.00,0.00,9.30,5.96,12.50,22.19,0.00
seq2234,0.00,0.00,0.00,0.00,2.75,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,11.33,0.00
seq2235,0.00,0.00,0.00,0.00,0.00,6.53,0.00,4.07,2.36,0.00,0.00,11.33,0.00,0.00,0.00,2.25,0.00,8.93,0.00,0.00
seq2236,4.91,0.00,27.68,0.00,10.24,14.97,0.00,16.43,5.21,15.03,0.00,11.03,0.00,0.00,0.00,0.00,0.00,8.24,34.27,0.00
seq2237,0.00,0.00,0.00,0.00,2.22,0.00,0.00,0.00,0.00,8.00,0.00,0.00,3.42,0.00,6.50,0.00,0.00,11.08,0.00,0.00
seq2238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.07,0.00,0.00,0.00,11.05,10.38,15.62,9.90,7.26,19.05,5.76,0.00
seq2239,13.65,0.00,0.00,0.00,21.04,8.41,0.00,16.09,6.48,6.84,0.00,0.00,17.57,16.09,11.17,10.87,0.00,14.78,0.00,0.00
seq2240,6.00,6.63,0.00,0.00,0.00,9.65,0.00,11.17,4.59,9.79,0.00,11.05,6.63,0.00,0.00,10.25,9.25,0.00,0.00,14.65
seq2241,5.76,7.41,10.28,12.72,5.53,8.00,0.00,0.00,0.00,14.28,10.28,0.00,12.72,0.00,0.00,0.00,0.00,15.06,9.39,6.71
seq2242,0.00,15.26,0.00,0.00,0.00,8.63,8.95,8.17,6.31,17.05,8.63,15.26,8.53,0.00,4.67,0.00,0.00,9.47,0.00,0.00
seq2243,0.00,0.00,0.00,7.81,9.56,11.33,0.00,3.85,5.50,7.06,0.00,0.00,0.00,8.56,0.00,7.06,10.81,8.56,0.00,0.00
seq2244,6.69,0.00,9.41,0.00,11.76,13.29,0.00,2.18,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,15.06,0.00,0.00
seq2245,3.85,0.00,9.56,0.00,0.00,8.56,0.00,0.00,13.07,7.31,0.00,0.00,14.06,4.93,0.00,12.31,7.81,7.20,0.00,0.00
seq2246,8.93,0.00,0.00,7.73,7.07,4.36,0.00,4.77,5.69,0.00,0.00,7.07,8.67,0.00,0.00,11.33,0.00,0.00,0.00,0.00
seq2247,0.00,0.00,5.50,12.72,0.00,0.00,8.63,0.00,11.16,4.81,0.00,10.21,9.47,0.00,12.32,8.63,8.95,4.44,0.00,0.00
seq2248,0.00,0.00,0.00,6.07,7.31,14.06,0.00,0.00,9.87,7.33,8.40,7.81,9.87,0.00,0.00,14.06,8.56,0.00,0.00,0.00
seq2249,11.52,0.00,10.23,12.77,10.23,13.86,0.00,0.00,11.14,12.77,10.05,9.24,12.11,20.05,0.00,4.32,0.00,10.59,0.00,11.14
seq2250,5.53,0.00,0.00,0.00,14.28,0.00,8.95,4.35,16.06,9.94,0.00,6.06,9.47,0.00,0.00,11.16,9.47,11.16,0.00,0.00
seq2251,0.00,0.00,0.00,0.00,7.05,7.25,0.00,6.45,14.65,6.63,9.90,0.00,6.05,0.00,7.89,0.00,10.38,13.05,0.00,0.00
seq2252,0.00,0.00,4.55,0.00,3.33,5.27,7.45,0.00,4.50,0.00,0.00,5.27,7.45,0.00,0.00,4.73,0.00,0.00,0.00,0.00
seq2253,9.05,7.05,0.00,0.00,0.00,18.05,0.00,13.68,0.00,6.63,0.00,0.00,4.83,8.63,0.00,7.68,9.79,5.79,0.00,12.05
seq2254,7.65,0.00,11.76,0.00,10.81,0.00,0.00,3.79,6.93,10.47,0.00,5.81,0.00,0.00,0.00,9.41,0.00,13.29,0.00,0.00
seq2255,12.05,7.37,0.00,0.00,9.05,13.25,0.00,0.00,4.12,7.06,0.00,10.84,5.79,0.00,0.00,0.00,9.65,10.25,0.00,9.05
seq2256,26.99,15.68,19.88,40.19,33.79,16.53,71.32,26.05,10.43,25.43,78.01,38.73,29.36,0.00,17.30,39.06,18.30,26.46,50.91,26.78
seq2257,20.88,18.68,25.97,25.85,32.48,17.93,41.70,30.25,20.62,16.71,31.02,30.69,12.95,22.79,31.95,32.06,34.44,21.38,0.00,39.52
seq2258,17.91,4.83,20.97,17.03,0.00,9.26,0.00,0.00,25.47,17.73,26.65,24.08,11.26,0.00,11.31,17.54,0.00,0.00,15.86,15.19
seq2259,21.82,4.77,18.31,27.61,22.76,11.54,0.00,27.61,13.78,0.00,0.00,33.14,12.38,24.05,20.97,17.51,19.61,24.81,20.24,11.09
seq2260,0.00,4.55,12.67,27.14,17.14,12.44,0.00,25.69,0.00,0.00,0.00,13.59,21.14,20.14,9.21,18.14,0.00,30.36,19.36,8.56
seq2261,0.00,5.32,24.72,11.84,28.92,9.75,0.00,15.92,5.77,30.55,0.00,0.00,16.55,0.00,23.64,27.18,20.36,30.05,22.67,0.00
seq2262,27.05,12.20,22.88,26.76,25.95,45.87,21.34,41.97,11.42,21.15,33.68,50.35,23.05,22.05,33.21,20.82,15.02,31.65,0.00,21.77
seq2263,0.00,7.78,35.03,10.80,0.00,8.57,18.00,28.11,19.46,0.00,0.00,10.32,18.86,18.03,31.35,11.94,15.92,23.92,0.00,11.47
seq2264,0.00,4.86,30.22,42.11,36.89,14.00,16.31,38.54,18.20,18.80,0.00,18.44,23.33,28.80,27.20,31.15,8.88,21.56,18.00,22.11
seq2265,0.00,7.94,22.05,18.03,18.66,10.86,26.24,27.61,14.74,14.76,34.13,0.00,20.24,0.00,17.58,18.86,9.25,18.13,20.97,13.94
seq2266,23.69,8.62,21.47,24.58,0.00,8.12,24.58,14.80,41.11,22.02,22.09,10.33,19.61,0.00,24.46,18.89,32.53,19.42,25.93,28.80
seq2267,18.36,4.77,17.49,0.00,0.00,10.86,0.00,0.00,0.00,0.00,22.76,0.00,12.38,24.97,11.09,12.68,0.00,30.66,20.24,10.57
seq2268,5.37,0.00,7.25,5.69,0.00,0.00,0.00,9.90,6.55,6.53,0.00,0.00,0.00,0.00,19.05,9.52,11.90,10.38,0.00,0.00
seq2269,8.75,4.29,8.96,7.48,0.00,0.00,0.00,0.00,8.27,18.18,9.61,0.00,0.00,23.45,12.18,0.00,16.90,0.00,11.04,27.03
seq2270,29.15,5.04,18.48,31.03,15.76,9.50,0.00,0.00,11.03,24.24,11.34,16.48,18.53,0.00,20.42,12.66,7.50,25.76,20.34,27.39
seq2271,10.52,5.04,31.03,18.48,0.00,25.76,0.00,0.00,8.71,27.39,0.00,11.41,7.61,24.24,26.34,13.59,17.70,0.00,11.23,13.10
seq2272,26.49,7.33,24.98,21.36,28.52,9.58,0.00,21.06,22.58,28.64,0.00,27.60,23.52,17.98,15.70,40.52,27.63,17.40,33.02,34.35
seq2273,0.00,5.72,16.41,0.00,0.00,7.16,12.97,16.74,23.79,11.34,0.00,18.50,14.34,18.50,8.19,0.00,16.03,29.15,0.00,21.32
seq2274,29.05,16.11,38.47,16.71,20.58,52.42,29.68,12.70,14.94,20.10,0.00,33.46,15.16,26.53,14.27,18.84,12.91,29.26,56.08,23.12
seq2275,9.35,9.75,24.26,15.05,12.14,29.26,49.02,30.02,17.23,44.42,32.68,12.18,28.21,58.02,13.59,27.19,50.68,54.22,0.00,14.55
seq2276,13.09,30.85,13.37,56.60,37.58,9.29,0.00,105.22,79.73,16.21,0.00,37.95,42.17,39.19,52.45,23.09,12.55,10.52,37.44,66.57
seq2277,26.34,107.47,35.47,49.76,48.67,34.75,58.50,24.18,26.42,18.92,111.20,42.58,35.21,64.23,46.56,27.75,47.18,29.32,129.69,24.27
seq2278,11.27,6.71,20.24,28.98,36.89,11.34,41.39,24.88,18.42,16.16,57.08,0.00,29.54,0.00,0.00,28.05,0.00,12.56,0.00,0.00
seq2279,21.51,39.79,51.70,12.40,0.00,82.46,65.49,51.72,36.93,8.17,0.00,19.05,0.00,8.94,21.94,22.58,15.37,27.51,0.00,0.00
seq2280,14.86,17.17,17.98,22.89,22.75,61.36,0.00,0.00,20.81,22.62,63.19,36.90,13.55,23.14,20.24,10.76,16.14,14.57,48.84,21.38
seq2281,23.18,58.65,25.38,14.25,52.96,35.90,45.79,11.30,13.26,26.86,27.21,45.95,39.84,36.04,33.71,18.04,13.94,28.68,72.51,30.84
seq2282,16.47,40.10,32.63,28.94,69.60,23.36,113.04,96.81,19.67,19.35,247.74,42.77,32.57,54.40,31.34,27.04,45.21,30.01,94.81,70.97
seq2283,30.65,103.03,42.99,49.31,55.25,28.25,86.64,18.83,13.79,20.58,57.47,18.07,39.60,55.52,41.79,23.39,25.16,23.00,173.32,29.54
seq2284,22.89,192.89,22.59,41.29,30.86,36.21,0.00,27.75,25.72,24.00,65.13,19.08,57.75,25.22,31.64,36.00,25.39,22.81,177.96,36.15
seq2285,18.22,24.45,25.61,45.56,28.42,15.49,138.72,73.51,41.91,41.45,102.20,27.21,20.10,35.78,26.31,23.70,44.84,32.34,128.56,53.96
seq2286,21.64,46.93,32.88,18.99,23.40,48.22,78.90,23.28,20.25,13.02,36.00,42.91,35.96,20.62,52.17,26.59,21.35,37.18,62.31,56.21
seq2287,0.00,5.96,31.03,13.28,20.34,4.30,0.00,27.39,10.53,11.03,0.00,21.58,0.00,0.00,0.00,13.09,8.50,0.00,16.06,10.16
seq2288,0.00,4.64,14.43,24.43,20.03,7.56,0.00,0.00,0.00,24.43,0.00,10.48,13.39,0.00,20.03,0.00,4.48,16.90,15.37,15.37
seq2289,9.43,6.96,0.00,15.58,27.39,7.31,0.00,8.19,0.00,22.85,0.00,0.00,18.48,19.39,7.10,0.00,16.48,0.00,24.24,8.58
seq2290,35.01,142.06,37.62,19.76,22.47,38.87,38.73,23.66,20.94,15.89,46.61,86.43,91.99,23.10,27.71,39.83,34.41,52.06,103.08,56.39
seq2291,24.46,39.09,44.05,40.86,60.99,17.04,34.81,47.45,67.41,24.13,87.88,29.03,28.18,47.20,18.39,23.39,39.21,18.78,46.17,23.63
seq2292,8.00,0.00,0.00,15.06,11.76,9.41,10.47,0.00,12.31,0.00,14.06,0.00,6.50,7.53,8.59,0.00,0.00,8.59,7.65,0.00
seq2293,29.25,19.59,36.19,16.90,23.50,39.38,56.91,14.19,12.44,31.04,54.12,26.41,15.27,16.79,13.01,24.71,20.74,15.60,48.07,39.91
seq2294,23.14,6.00,19.36,21.03,32.14,10.32,15.26,23.14,12.40,0.00,0.00,12.46,27.14,25.69,9.79,17.14,14.74,17.36,25.69,11.44
seq2295,33.77,29.23,39.43,21.15,35.99,18.43,96.62,19.84,28.25,13.78,0.00,16.31,82.53,25.23,34.29,11.77,15.00,31.87,82.36,51.58
seq2296,22.93,7.13,0.00,0.00,21.02,11.28,21.57,12.44,12.88,20.70,0.00,36.57,13.17,16.33,13.32,0.00,17.93,16.79,0.00,14.50
seq2297,15.26,9.39,8.63,0.00,0.00,5.53,0.00,8.53,0.00,15.26,0.00,10.21,2.94,0.00,0.00,8.95,11.16,0.00,5.06,0.00
seq2298,48.01,27.27,34.86,29.68,45.44,22.34,37.79,31.89,34.46,14.50,135.13,55.74,36.67,26.36,23.83,31.98,48.38,36.40,0.00,36.26
seq2299,34.29,34.03,26.81,21.24,23.89,31.63,27.43,43.41,33.49,20.26,46.92,53.03,38.76,32.53,25.59,48.51,26.79,30.90,36.78,41.78
seq2300,28.98,99.54,25.69,27.07,21.27,23.34,41.49,34.35,47.09,17.37,68.40,40.18,61.40,81.95,45.45,16.71,35.98,22.43,71.46,77.80
seq2301,17.99,40.12,38.61,27.49,56.94,22.25,128.29,78.74,24.49,21.98,235.88,32.84,38.92,43.54,28.64,29.48,39.20,28.56,97.87,74.83
seq2302,13.40,0.00,43.04,39.65,34.62,19.91,63.52,53.31,23.30,17.12,112.60,30.92,28.05,62.94,35.06,31.90,22.20,19.89,80.71,112.34
seq2303,17.24,151.52,32.44,35.20,39.48,28.98,53.16,61.64,65.05,12.07,155.45,52.47,42.28,39.64,18.82,27.78,30.31,29.06,67.18,67.58
